,#,Name,Title,Fed,Rating,B-Year,date,year,month
43,44,"Wei, Yi",GM,CHN,2696,1999,2016-07-01,2016,7
44,45,"Kasimdzhanov, Rustam",GM,UZB,2696,1979,2016-07-01,2016,7
45,46,"Kryvoruchko, Yuriy",GM,UKR,2691,1986,2016-07-01,2016,7
46,47,"Bacrot, Etienne",GM,FRA,2690,1983,2016-07-01,2016,7
47,48,"Rublevsky, Sergei",GM,RUS,2689,1974,2016-07-01,2016,7
48,49,"Cheparinov, Ivan",GM,BUL,2688,1986,2016-07-01,2016,7
49,50,"Najer, Evgeniy",GM,FID,2687,1977,2016-07-01,2016,7
50,51,"Ragger, Markus",GM,AUT,2686,1988,2016-07-01,2016,7
51,52,"Piorun, Kacper",GM,POL,2685,1991,2016-07-01,2016,7
52,53,"Almasi, Zoltan",GM,HUN,2684,1976,2016-07-01,2016,7
53,54,"Matlakov, Maxim",GM,RUS,2684,1991,2016-07-01,2016,7
54,55,"Morozevich, Alexander",GM,RUS,2683,1977,2016-07-01,2016,7
55,56,"Sargissian, Gabriel",GM,ARM,2679,1983,2016-07-01,2016,7
56,57,"Safarli, Eltaj",GM,AZE,2678,1992,2016-07-01,2016,7
57,58,"Fressinet, Laurent",GM,FRA,2677,1981,2016-07-01,2016,7
58,59,"Zvjaginsev, Vadim",GM,RUS,2677,1976,2016-07-01,2016,7
59,60,"Ganguly, Surya Shekhar",GM,IND,2676,1983,2016-07-01,2016,7
60,61,"Smirin, Ilia",GM,ISR,2676,1968,2016-07-01,2016,7
61,62,"Akopian, Vladimir",GM,USA,2675,1971,2016-07-01,2016,7
62,63,"Bareev, Evgeny",GM,CAN,2675,1966,2016-07-01,2016,7
63,64,"Shirov, Alexei",GM,ESP,2674,1972,2016-07-01,2016,7
64,65,"Nisipeanu, Liviu-Dieter",GM,ROU,2674,1976,2016-07-01,2016,7
65,66,"Robson, Ray",GM,USA,2674,1994,2016-07-01,2016,7
66,67,"Duda, Jan-Krzysztof",GM,POL,2671,1998,2016-07-01,2016,7
67,68,"Adhiban, B.",GM,IND,2671,1992,2016-07-01,2016,7
68,69,"McShane, Luke J",GM,ENG,2671,1984,2016-07-01,2016,7
69,70,"Sadler, Matthew D",GM,ENG,2670,1974,2016-07-01,2016,7
70,71,"Jobava, Baadur",GM,GEO,2669,1983,2016-07-01,2016,7
71,72,"Onischuk, Alexander",GM,USA,2668,1975,2016-07-01,2016,7
72,73,"Naiditsch, Arkadij",GM,BUL,2667,1985,2016-07-01,2016,7
73,74,"Kovalenko, Igor",GM,UKR,2667,1988,2016-07-01,2016,7
74,75,"Movsesian, Sergei",GM,ARM,2666,1978,2016-07-01,2016,7
75,76,"Mamedov, Rauf",GM,AZE,2666,1988,2016-07-01,2016,7
76,77,"Sjugirov, Sanan",GM,HUN,2665,1993,2016-07-01,2016,7
77,78,"Fedoseev, Vladimir",GM,SLO,2665,1995,2016-07-01,2016,7
78,79,"Dreev, Aleksey",GM,RUS,2664,1969,2016-07-01,2016,7
79,80,"Lysyj, Igor",GM,FID,2663,1987,2016-07-01,2016,7
80,81,"Howell, David W L",GM,ENG,2663,1990,2016-07-01,2016,7
81,82,"Markus, Robert",GM,SRB,2662,1983,2016-07-01,2016,7
82,83,"Van Wely, Loek",GM,NED,2662,1972,2016-07-01,2016,7
83,84,"Shankland, Sam",GM,USA,2661,1991,2016-07-01,2016,7
84,85,"Dubov, Daniil",GM,RUS,2661,1996,2016-07-01,2016,7
85,86,"Ni, Hua",GM,CHN,2660,1983,2016-07-01,2016,7
86,87,"Kamsky, Gata",GM,USA,2660,1974,2016-07-01,2016,7
87,88,"Tkachiev, Vladislav",GM,FRA,2660,1973,2016-07-01,2016,7
88,89,"Negi, Parimarjan",GM,IND,2660,1993,2016-07-01,2016,7
89,90,"Saric, Ivan",GM,CRO,2660,1990,2016-07-01,2016,7
90,91,"Motylev, Alexander",GM,ROU,2660,1979,2016-07-01,2016,7
91,92,"Vidit, Santosh Gujrathi",GM,IND,2658,1994,2016-07-01,2016,7
92,93,"Ipatov, Alexander",GM,TUR,2657,1993,2016-07-01,2016,7
93,94,"Meier, Georg",GM,URU,2657,1987,2016-07-01,2016,7
94,95,"Sethuraman, S.P.",GM,IND,2656,1993,2016-07-01,2016,7
95,96,"Ivanisevic, Ivan",GM,SRB,2656,1977,2016-07-01,2016,7
96,97,"Korobov, Anton",GM,UKR,2656,1985,2016-07-01,2016,7
97,98,"Efimenko, Zahar",GM,UKR,2655,1985,2016-07-01,2016,7
98,99,"Laznicka, Viktor",GM,CZE,2654,1988,2016-07-01,2016,7
99,100,"Amin, Bassem",GM,EGY,2654,1988,2016-07-01,2016,7
0,1,"Carlsen, Magnus",GM,NOR,2857,1990,2016-08-01,2016,8
1,2,"Vachier-Lagrave, Maxime",GM,FRA,2819,1990,2016-08-01,2016,8
2,3,"Kramnik, Vladimir",GM,RUS,2808,1975,2016-08-01,2016,8
3,4,"Caruana, Fabiano",GM,USA,2807,1992,2016-08-01,2016,8
4,5,"Aronian, Levon",GM,USA,2792,1982,2016-08-01,2016,8
5,6,"Nakamura, Hikaru",GM,USA,2791,1987,2016-08-01,2016,8
6,7,"So, Wesley",GM,USA,2771,1993,2016-08-01,2016,8
7,8,"Anand, Viswanathan",GM,IND,2770,1969,2016-08-01,2016,8
8,9,"Karjakin, Sergey",GM,RUS,2769,1990,2016-08-01,2016,8
9,10,"Giri, Anish",GM,NED,2769,1994,2016-08-01,2016,8
10,11,"Mamedyarov, Shakhriyar",GM,AZE,2764,1985,2016-08-01,2016,8
11,12,"Topalov, Veselin",GM,BUL,2761,1975,2016-08-01,2016,8
12,13,"Ding, Liren",GM,CHN,2755,1992,2016-08-01,2016,8
13,14,"Grischuk, Alexander",GM,RUS,2754,1983,2016-08-01,2016,8
14,15,"Li, Chao b",GM,CHN,2753,1989,2016-08-01,2016,8
15,16,"Harikrishna, Pentala",GM,IND,2752,1986,2016-08-01,2016,8
16,17,"Rapport, Richard",GM,HUN,2752,1996,2016-08-01,2016,8
17,18,"Svidler, Peter",GM,FID,2751,1976,2016-08-01,2016,8
18,19,"Gelfand, Boris",GM,ISR,2743,1968,2016-08-01,2016,8
19,20,"Navara, David",GM,CZE,2742,1985,2016-08-01,2016,8
20,21,"Nepomniachtchi, Ian",GM,RUS,2740,1990,2016-08-01,2016,8
21,22,"Wang, Yue",GM,CHN,2737,1987,2016-08-01,2016,8
22,23,"Eljanov, Pavel",GM,UKR,2737,1983,2016-08-01,2016,8
23,24,"Andreikin, Dmitry",GM,FID,2733,1990,2016-08-01,2016,8
24,25,"Wojtaszek, Radoslaw",GM,POL,2733,1987,2016-08-01,2016,8
25,26,"Tomashevsky, Evgeny",GM,RUS,2731,1987,2016-08-01,2016,8
26,27,"Vitiugov, Nikita",GM,ENG,2728,1987,2016-08-01,2016,8
27,28,"Adams, Michael",GM,ENG,2727,1971,2016-08-01,2016,8
28,29,"Yu, Yangyi",GM,CHN,2725,1994,2016-08-01,2016,8
29,30,"Ivanchuk, Vasyl",GM,UKR,2723,1969,2016-08-01,2016,8
30,31,"Le, Quang Liem",GM,VIE,2723,1991,2016-08-01,2016,8
31,32,"Radjabov, Teimour",GM,AZE,2722,1987,2016-08-01,2016,8
32,33,"Inarkiev, Ernesto",GM,RUS,2721,1985,2016-08-01,2016,8
33,34,"Dominguez Perez, Leinier",GM,USA,2720,1983,2016-08-01,2016,8
34,35,"Bu, Xiangzhi",GM,CHN,2715,1985,2016-08-01,2016,8
35,36,"Vallejo Pons, Francisco",GM,ESP,2713,1982,2016-08-01,2016,8
36,37,"Wang, Hao",GM,CHN,2712,1989,2016-08-01,2016,8
37,38,"Jakovenko, Dmitry",GM,RUS,2712,1983,2016-08-01,2016,8
38,39,"Wei, Yi",GM,CHN,2709,1999,2016-08-01,2016,8
39,40,"Leko, Peter",GM,HUN,2709,1979,2016-08-01,2016,8
40,41,"Ponomariov, Ruslan",GM,UKR,2709,1983,2016-08-01,2016,8
41,42,"Rodshtein, Maxim",GM,ISR,2698,1989,2016-08-01,2016,8
42,43,"Malakhov, Vladimir",GM,FID,2697,1980,2016-08-01,2016,8
43,44,"Naiditsch, Arkadij",GM,BUL,2696,1985,2016-08-01,2016,8
44,45,"Kasimdzhanov, Rustam",GM,UZB,2696,1979,2016-08-01,2016,8
45,46,"Bacrot, Etienne",GM,FRA,2692,1983,2016-08-01,2016,8
46,47,"Kryvoruchko, Yuriy",GM,UKR,2691,1986,2016-08-01,2016,8
47,48,"Rublevsky, Sergei",GM,RUS,2689,1974,2016-08-01,2016,8
48,49,"Cheparinov, Ivan",GM,BUL,2688,1986,2016-08-01,2016,8
49,50,"Nisipeanu, Liviu-Dieter",GM,ROU,2687,1976,2016-08-01,2016,8
50,51,"Smirin, Ilia",GM,ISR,2687,1968,2016-08-01,2016,8
51,52,"Matlakov, Maxim",GM,RUS,2686,1991,2016-08-01,2016,8
52,53,"Ragger, Markus",GM,AUT,2686,1988,2016-08-01,2016,8
53,54,"Almasi, Zoltan",GM,HUN,2684,1976,2016-08-01,2016,8
54,55,"Morozevich, Alexander",GM,RUS,2683,1977,2016-08-01,2016,8
55,56,"Piorun, Kacper",GM,POL,2681,1991,2016-08-01,2016,8
56,57,"Safarli, Eltaj",GM,AZE,2678,1992,2016-08-01,2016,8
57,58,"Najer, Evgeniy",GM,FID,2677,1977,2016-08-01,2016,8
58,59,"Fressinet, Laurent",GM,FRA,2677,1981,2016-08-01,2016,8
59,60,"Ganguly, Surya Shekhar",GM,IND,2676,1983,2016-08-01,2016,8
60,61,"Duda, Jan-Krzysztof",GM,POL,2675,1998,2016-08-01,2016,8
61,62,"Akopian, Vladimir",GM,USA,2675,1971,2016-08-01,2016,8
62,63,"Bareev, Evgeny",GM,CAN,2675,1966,2016-08-01,2016,8
63,64,"Shirov, Alexei",GM,ESP,2674,1972,2016-08-01,2016,8
64,65,"Robson, Ray",GM,USA,2674,1994,2016-08-01,2016,8
65,66,"Zvjaginsev, Vadim",GM,RUS,2673,1976,2016-08-01,2016,8
66,67,"Granda Zuniga, Julio E",GM,PER,2672,1967,2016-08-01,2016,8
67,68,"Adhiban, B.",GM,IND,2671,1992,2016-08-01,2016,8
68,69,"McShane, Luke J",GM,ENG,2671,1984,2016-08-01,2016,8
69,70,"Sargissian, Gabriel",GM,ARM,2670,1983,2016-08-01,2016,8
70,71,"Fedoseev, Vladimir",GM,SLO,2670,1995,2016-08-01,2016,8
71,72,"Sadler, Matthew D",GM,ENG,2670,1974,2016-08-01,2016,8
72,73,"Vidit, Santosh Gujrathi",GM,IND,2669,1994,2016-08-01,2016,8
73,74,"Jobava, Baadur",GM,GEO,2669,1983,2016-08-01,2016,8
74,75,"Onischuk, Alexander",GM,USA,2668,1975,2016-08-01,2016,8
75,76,"Saric, Ivan",GM,CRO,2667,1990,2016-08-01,2016,8
76,77,"Short, Nigel D",GM,ENG,2666,1965,2016-08-01,2016,8
77,78,"Movsesian, Sergei",GM,ARM,2666,1978,2016-08-01,2016,8
78,79,"Mamedov, Rauf",GM,AZE,2666,1988,2016-08-01,2016,8
79,80,"Areshchenko, Alexander",GM,UKR,2665,1986,2016-08-01,2016,8
80,81,"Artemiev, Vladislav",GM,RUS,2665,1998,2016-08-01,2016,8
81,82,"Kovalenko, Igor",GM,UKR,2664,1988,2016-08-01,2016,8
82,83,"Howell, David W L",GM,ENG,2663,1990,2016-08-01,2016,8
83,84,"Markus, Robert",GM,SRB,2662,1983,2016-08-01,2016,8
84,85,"Efimenko, Zahar",GM,UKR,2661,1985,2016-08-01,2016,8
85,86,"Shankland, Sam",GM,USA,2661,1991,2016-08-01,2016,8
86,87,"Dreev, Aleksey",GM,RUS,2660,1969,2016-08-01,2016,8
87,88,"Tkachiev, Vladislav",GM,FRA,2660,1973,2016-08-01,2016,8
88,89,"Motylev, Alexander",GM,ROU,2660,1979,2016-08-01,2016,8
89,90,"Negi, Parimarjan",GM,IND,2660,1993,2016-08-01,2016,8
90,91,"Bologan, Victor",GM,MDA,2659,1971,2016-08-01,2016,8
91,92,"Sasikiran, Krishnan",GM,IND,2658,1981,2016-08-01,2016,8
92,93,"Hou, Yifan",GM,CHN,2658,1994,2016-08-01,2016,8
93,94,"Van Wely, Loek",GM,NED,2657,1972,2016-08-01,2016,8
94,95,"Meier, Georg",GM,URU,2657,1987,2016-08-01,2016,8
95,96,"Ipatov, Alexander",GM,TUR,2657,1993,2016-08-01,2016,8
96,97,"Bachmann, Axel",GM,PAR,2656,1989,2016-08-01,2016,8
97,98,"Zhigalko, Sergei",GM,BLR,2656,1989,2016-08-01,2016,8
98,99,"Korobov, Anton",GM,UKR,2656,1985,2016-08-01,2016,8
99,100,"Ni, Hua",GM,CHN,2655,1983,2016-08-01,2016,8
0,1,"Carlsen, Magnus",GM,NOR,2857,1990,2016-09-01,2016,9
1,2,"Vachier-Lagrave, Maxime",GM,FRA,2813,1990,2016-09-01,2016,9
2,3,"Caruana, Fabiano",GM,USA,2808,1992,2016-09-01,2016,9
3,4,"Kramnik, Vladimir",GM,RUS,2808,1975,2016-09-01,2016,9
4,5,"Aronian, Levon",GM,USA,2795,1982,2016-09-01,2016,9
5,6,"Nakamura, Hikaru",GM,USA,2789,1987,2016-09-01,2016,9
6,7,"So, Wesley",GM,USA,2782,1993,2016-09-01,2016,9
7,8,"Anand, Viswanathan",GM,IND,2776,1969,2016-09-01,2016,9
8,9,"Karjakin, Sergey",GM,RUS,2769,1990,2016-09-01,2016,9
9,10,"Topalov, Veselin",GM,BUL,2768,1975,2016-09-01,2016,9
10,11,"Mamedyarov, Shakhriyar",GM,AZE,2761,1985,2016-09-01,2016,9
11,12,"Giri, Anish",GM,NED,2755,1994,2016-09-01,2016,9
12,13,"Grischuk, Alexander",GM,RUS,2754,1983,2016-09-01,2016,9
13,14,"Ding, Liren",GM,CHN,2753,1992,2016-09-01,2016,9
14,15,"Rapport, Richard",GM,HUN,2752,1996,2016-09-01,2016,9
15,16,"Harikrishna, Pentala",GM,IND,2752,1986,2016-09-01,2016,9
16,17,"Li, Chao b",GM,CHN,2746,1989,2016-09-01,2016,9
17,18,"Svidler, Peter",GM,FID,2745,1976,2016-09-01,2016,9
18,19,"Gelfand, Boris",GM,ISR,2743,1968,2016-09-01,2016,9
19,20,"Navara, David",GM,CZE,2742,1985,2016-09-01,2016,9
20,21,"Nepomniachtchi, Ian",GM,RUS,2740,1990,2016-09-01,2016,9
21,22,"Eljanov, Pavel",GM,UKR,2739,1983,2016-09-01,2016,9
22,23,"Adams, Michael",GM,ENG,2738,1971,2016-09-01,2016,9
23,24,"Wang, Yue",GM,CHN,2737,1987,2016-09-01,2016,9
24,25,"Wojtaszek, Radoslaw",GM,POL,2736,1987,2016-09-01,2016,9
25,26,"Inarkiev, Ernesto",GM,RUS,2732,1985,2016-09-01,2016,9
26,27,"Tomashevsky, Evgeny",GM,RUS,2731,1987,2016-09-01,2016,9
27,28,"Andreikin, Dmitry",GM,FID,2727,1990,2016-09-01,2016,9
28,29,"Yu, Yangyi",GM,CHN,2725,1994,2016-09-01,2016,9
29,30,"Le, Quang Liem",GM,VIE,2723,1991,2016-09-01,2016,9
30,31,"Ivanchuk, Vasyl",GM,UKR,2722,1969,2016-09-01,2016,9
31,32,"Radjabov, Teimour",GM,AZE,2722,1987,2016-09-01,2016,9
32,33,"Vitiugov, Nikita",GM,ENG,2721,1987,2016-09-01,2016,9
33,34,"Dominguez Perez, Leinier",GM,USA,2720,1983,2016-09-01,2016,9
34,35,"Wei, Yi",GM,CHN,2717,1999,2016-09-01,2016,9
35,36,"Vallejo Pons, Francisco",GM,ESP,2716,1982,2016-09-01,2016,9
36,37,"Jakovenko, Dmitry",GM,RUS,2714,1983,2016-09-01,2016,9
37,38,"Wang, Hao",GM,CHN,2710,1989,2016-09-01,2016,9
38,39,"Leko, Peter",GM,HUN,2709,1979,2016-09-01,2016,9
39,40,"Ponomariov, Ruslan",GM,UKR,2709,1983,2016-09-01,2016,9
40,41,"Bu, Xiangzhi",GM,CHN,2704,1985,2016-09-01,2016,9
41,42,"Ragger, Markus",GM,AUT,2697,1988,2016-09-01,2016,9
42,43,"Malakhov, Vladimir",GM,FID,2697,1980,2016-09-01,2016,9
43,44,"Kasimdzhanov, Rustam",GM,UZB,2696,1979,2016-09-01,2016,9
44,45,"Naiditsch, Arkadij",GM,BUL,2696,1985,2016-09-01,2016,9
45,46,"Kryvoruchko, Yuriy",GM,UKR,2693,1986,2016-09-01,2016,9
46,47,"Bacrot, Etienne",GM,FRA,2692,1983,2016-09-01,2016,9
47,48,"Matlakov, Maxim",GM,RUS,2691,1991,2016-09-01,2016,9
48,49,"Rublevsky, Sergei",GM,RUS,2689,1974,2016-09-01,2016,9
49,50,"Safarli, Eltaj",GM,AZE,2688,1992,2016-09-01,2016,9
50,51,"Rodshtein, Maxim",GM,ISR,2687,1989,2016-09-01,2016,9
51,52,"Nisipeanu, Liviu-Dieter",GM,ROU,2687,1976,2016-09-01,2016,9
52,53,"Smirin, Ilia",GM,ISR,2685,1968,2016-09-01,2016,9
53,54,"Almasi, Zoltan",GM,HUN,2684,1976,2016-09-01,2016,9
54,55,"Morozevich, Alexander",GM,RUS,2683,1977,2016-09-01,2016,9
55,56,"Piorun, Kacper",GM,POL,2681,1991,2016-09-01,2016,9
56,57,"Shankland, Sam",GM,USA,2679,1991,2016-09-01,2016,9
57,58,"Cheparinov, Ivan",GM,BUL,2677,1986,2016-09-01,2016,9
58,59,"Movsesian, Sergei",GM,ARM,2677,1978,2016-09-01,2016,9
59,60,"Najer, Evgeniy",GM,FID,2677,1977,2016-09-01,2016,9
60,61,"Korobov, Anton",GM,UKR,2675,1985,2016-09-01,2016,9
61,62,"Duda, Jan-Krzysztof",GM,POL,2675,1998,2016-09-01,2016,9
62,63,"Akopian, Vladimir",GM,USA,2675,1971,2016-09-01,2016,9
63,64,"Bareev, Evgeny",GM,CAN,2675,1966,2016-09-01,2016,9
64,65,"Van Wely, Loek",GM,NED,2674,1972,2016-09-01,2016,9
65,66,"Robson, Ray",GM,USA,2674,1994,2016-09-01,2016,9
66,67,"Shirov, Alexei",GM,ESP,2673,1972,2016-09-01,2016,9
67,68,"Zvjaginsev, Vadim",GM,RUS,2673,1976,2016-09-01,2016,9
68,69,"Ganguly, Surya Shekhar",GM,IND,2672,1983,2016-09-01,2016,9
69,70,"Melkumyan, Hrant",GM,ARM,2671,1989,2016-09-01,2016,9
70,71,"Adhiban, B.",GM,IND,2671,1992,2016-09-01,2016,9
71,72,"McShane, Luke J",GM,ENG,2671,1984,2016-09-01,2016,9
72,73,"Sadler, Matthew D",GM,ENG,2670,1974,2016-09-01,2016,9
73,74,"Fedoseev, Vladimir",GM,SLO,2670,1995,2016-09-01,2016,9
74,75,"Sargissian, Gabriel",GM,ARM,2670,1983,2016-09-01,2016,9
75,76,"Vidit, Santosh Gujrathi",GM,IND,2669,1994,2016-09-01,2016,9
76,77,"Saric, Ivan",GM,CRO,2668,1990,2016-09-01,2016,9
77,78,"Onischuk, Alexander",GM,USA,2668,1975,2016-09-01,2016,9
78,79,"Mamedov, Rauf",GM,AZE,2666,1988,2016-09-01,2016,9
79,80,"Negi, Parimarjan",GM,IND,2666,1993,2016-09-01,2016,9
80,81,"Short, Nigel D",GM,ENG,2666,1965,2016-09-01,2016,9
81,82,"Jobava, Baadur",GM,GEO,2665,1983,2016-09-01,2016,9
82,83,"Howell, David W L",GM,ENG,2665,1990,2016-09-01,2016,9
83,84,"Areshchenko, Alexander",GM,UKR,2665,1986,2016-09-01,2016,9
84,85,"Fressinet, Laurent",GM,FRA,2664,1981,2016-09-01,2016,9
85,86,"Artemiev, Vladislav",GM,RUS,2663,1998,2016-09-01,2016,9
86,87,"Motylev, Alexander",GM,ROU,2663,1979,2016-09-01,2016,9
87,88,"Salgado Lopez, Ivan",GM,ESP,2662,1991,2016-09-01,2016,9
88,89,"Markus, Robert",GM,SRB,2662,1983,2016-09-01,2016,9
89,90,"Amin, Bassem",GM,EGY,2661,1988,2016-09-01,2016,9
90,91,"Efimenko, Zahar",GM,UKR,2661,1985,2016-09-01,2016,9
91,92,"Dreev, Aleksey",GM,RUS,2660,1969,2016-09-01,2016,9
92,93,"Tkachiev, Vladislav",GM,FRA,2660,1973,2016-09-01,2016,9
93,94,"Sasikiran, Krishnan",GM,IND,2658,1981,2016-09-01,2016,9
94,95,"Hou, Yifan",GM,CHN,2658,1994,2016-09-01,2016,9
95,96,"Ni, Hua",GM,CHN,2655,1983,2016-09-01,2016,9
96,97,"Rakhmanov, Aleksandr",GM,FID,2654,1989,2016-09-01,2016,9
97,98,"Meier, Georg",GM,URU,2654,1987,2016-09-01,2016,9
98,99,"Sjugirov, Sanan",GM,HUN,2653,1993,2016-09-01,2016,9
99,100,"Zhigalko, Sergei",GM,BLR,2652,1989,2016-09-01,2016,9
0,1,"Carlsen, Magnus",GM,NOR,2853,1990,2016-10-01,2016,10
1,2,"Kramnik, Vladimir",GM,RUS,2817,1975,2016-10-01,2016,10
2,3,"Caruana, Fabiano",GM,USA,2813,1992,2016-10-01,2016,10
3,4,"Vachier-Lagrave, Maxime",GM,FRA,2811,1990,2016-10-01,2016,10
4,5,"Aronian, Levon",GM,USA,2795,1982,2016-10-01,2016,10
5,6,"So, Wesley",GM,USA,2794,1993,2016-10-01,2016,10
6,7,"Nakamura, Hikaru",GM,USA,2787,1987,2016-10-01,2016,10
7,8,"Anand, Viswanathan",GM,IND,2776,1969,2016-10-01,2016,10
8,9,"Karjakin, Sergey",GM,RUS,2772,1990,2016-10-01,2016,10
9,10,"Ding, Liren",GM,CHN,2764,1992,2016-10-01,2016,10
10,11,"Mamedyarov, Shakhriyar",GM,AZE,2762,1985,2016-10-01,2016,10
11,12,"Harikrishna, Pentala",GM,IND,2762,1986,2016-10-01,2016,10
12,13,"Topalov, Veselin",GM,BUL,2760,1975,2016-10-01,2016,10
13,14,"Giri, Anish",GM,NED,2756,1994,2016-10-01,2016,10
14,15,"Grischuk, Alexander",GM,RUS,2752,1983,2016-10-01,2016,10
15,16,"Nepomniachtchi, Ian",GM,RUS,2749,1990,2016-10-01,2016,10
16,17,"Wojtaszek, Radoslaw",GM,POL,2746,1987,2016-10-01,2016,10
17,18,"Adams, Michael",GM,ENG,2745,1971,2016-10-01,2016,10
18,19,"Svidler, Peter",GM,FID,2745,1976,2016-10-01,2016,10
19,20,"Gelfand, Boris",GM,ISR,2743,1968,2016-10-01,2016,10
20,21,"Eljanov, Pavel",GM,UKR,2741,1983,2016-10-01,2016,10
21,22,"Navara, David",GM,CZE,2737,1985,2016-10-01,2016,10
22,23,"Dominguez Perez, Leinier",GM,USA,2736,1983,2016-10-01,2016,10
23,24,"Andreikin, Dmitry",GM,FID,2736,1990,2016-10-01,2016,10
24,25,"Inarkiev, Ernesto",GM,RUS,2732,1985,2016-10-01,2016,10
25,26,"Rapport, Richard",GM,HUN,2729,1996,2016-10-01,2016,10
26,27,"Li, Chao b",GM,CHN,2728,1989,2016-10-01,2016,10
27,28,"Tomashevsky, Evgeny",GM,RUS,2724,1987,2016-10-01,2016,10
28,29,"Wang, Yue",GM,CHN,2723,1987,2016-10-01,2016,10
29,30,"Le, Quang Liem",GM,VIE,2723,1991,2016-10-01,2016,10
30,31,"Ivanchuk, Vasyl",GM,UKR,2722,1969,2016-10-01,2016,10
31,32,"Yu, Yangyi",GM,CHN,2721,1994,2016-10-01,2016,10
32,33,"Vitiugov, Nikita",GM,ENG,2721,1987,2016-10-01,2016,10
33,34,"Jakovenko, Dmitry",GM,RUS,2714,1983,2016-10-01,2016,10
34,35,"Vallejo Pons, Francisco",GM,ESP,2711,1982,2016-10-01,2016,10
35,36,"Radjabov, Teimour",GM,AZE,2710,1987,2016-10-01,2016,10
36,37,"Ponomariov, Ruslan",GM,UKR,2709,1983,2016-10-01,2016,10
37,38,"Leko, Peter",GM,HUN,2709,1979,2016-10-01,2016,10
38,39,"Wei, Yi",GM,CHN,2706,1999,2016-10-01,2016,10
39,40,"Almasi, Zoltan",GM,HUN,2702,1976,2016-10-01,2016,10
40,41,"Wang, Hao",GM,CHN,2701,1989,2016-10-01,2016,10
41,42,"Kryvoruchko, Yuriy",GM,UKR,2701,1986,2016-10-01,2016,10
42,43,"Ragger, Markus",GM,AUT,2700,1988,2016-10-01,2016,10
43,44,"Jobava, Baadur",GM,GEO,2698,1983,2016-10-01,2016,10
44,45,"Bu, Xiangzhi",GM,CHN,2698,1985,2016-10-01,2016,10
45,46,"Safarli, Eltaj",GM,AZE,2694,1992,2016-10-01,2016,10
46,47,"Malakhov, Vladimir",GM,FID,2693,1980,2016-10-01,2016,10
47,48,"Bacrot, Etienne",GM,FRA,2692,1983,2016-10-01,2016,10
48,49,"Kasimdzhanov, Rustam",GM,UZB,2691,1979,2016-10-01,2016,10
49,50,"Matlakov, Maxim",GM,RUS,2691,1991,2016-10-01,2016,10
50,51,"Adhiban, B.",GM,IND,2689,1992,2016-10-01,2016,10
51,52,"Rublevsky, Sergei",GM,RUS,2689,1974,2016-10-01,2016,10
52,53,"Nisipeanu, Liviu-Dieter",GM,ROU,2687,1976,2016-10-01,2016,10
53,54,"Rodshtein, Maxim",GM,ISR,2687,1989,2016-10-01,2016,10
54,55,"Korobov, Anton",GM,UKR,2687,1985,2016-10-01,2016,10
55,56,"Vidit, Santosh Gujrathi",GM,IND,2686,1994,2016-10-01,2016,10
56,57,"Smirin, Ilia",GM,ISR,2685,1968,2016-10-01,2016,10
57,58,"Naiditsch, Arkadij",GM,BUL,2684,1985,2016-10-01,2016,10
58,59,"Morozevich, Alexander",GM,RUS,2683,1977,2016-10-01,2016,10
59,60,"Shirov, Alexei",GM,ESP,2679,1972,2016-10-01,2016,10
60,61,"Shankland, Sam",GM,USA,2679,1991,2016-10-01,2016,10
61,62,"Duda, Jan-Krzysztof",GM,POL,2678,1998,2016-10-01,2016,10
62,63,"Mamedov, Rauf",GM,AZE,2678,1988,2016-10-01,2016,10
63,64,"Volokitin, Andrei",GM,UKR,2677,1986,2016-10-01,2016,10
64,65,"Cheparinov, Ivan",GM,BUL,2677,1986,2016-10-01,2016,10
65,66,"Movsesian, Sergei",GM,ARM,2677,1978,2016-10-01,2016,10
66,67,"Najer, Evgeniy",GM,FID,2677,1977,2016-10-01,2016,10
67,68,"Fressinet, Laurent",GM,FRA,2676,1981,2016-10-01,2016,10
68,69,"Areshchenko, Alexander",GM,UKR,2675,1986,2016-10-01,2016,10
69,70,"Akopian, Vladimir",GM,USA,2675,1971,2016-10-01,2016,10
70,71,"Zvjaginsev, Vadim",GM,RUS,2673,1976,2016-10-01,2016,10
71,72,"Ganguly, Surya Shekhar",GM,IND,2672,1983,2016-10-01,2016,10
72,73,"Short, Nigel D",GM,ENG,2670,1965,2016-10-01,2016,10
73,74,"Robson, Ray",GM,USA,2670,1994,2016-10-01,2016,10
74,75,"Negi, Parimarjan",GM,IND,2670,1993,2016-10-01,2016,10
75,76,"Sargissian, Gabriel",GM,ARM,2670,1983,2016-10-01,2016,10
76,77,"Sadler, Matthew D",GM,ENG,2670,1974,2016-10-01,2016,10
77,78,"Zhigalko, Sergei",GM,BLR,2669,1989,2016-10-01,2016,10
78,79,"Onischuk, Alexander",GM,USA,2668,1975,2016-10-01,2016,10
79,80,"Van Wely, Loek",GM,NED,2667,1972,2016-10-01,2016,10
80,81,"Bareev, Evgeny",GM,CAN,2666,1966,2016-10-01,2016,10
81,82,"Saric, Ivan",GM,CRO,2666,1990,2016-10-01,2016,10
82,83,"Fedoseev, Vladimir",GM,SLO,2665,1995,2016-10-01,2016,10
83,84,"Piorun, Kacper",GM,POL,2665,1991,2016-10-01,2016,10
